feature,class
"[-3.0405960e+02  1.4756004e+02 -5.4869213e+01  1.1664556e+01
  2.2784018e+01 -5.3866482e+01 -1.8266359e+01  1.1455234e+01
 -2.7200506e+01 -1.9419512e+01 -2.4166186e+00 -1.6242321e+01
 -8.8828354e+00 -2.6298349e+00 -1.2797495e+01 -7.5736961e+00
 -1.3600384e-01  4.7262907e+00  1.7178143e+01  1.9000273e+01
  1.2053644e+01  5.6036854e+00 -6.8055854e+00 -1.1203750e+01
 -2.8936079e+00 -5.1248777e-01 -4.0535583e+00 -7.0405192e+00
 -8.7916660e+00 -5.5168791e+00 -3.3504703e+00 -6.0783873e+00
 -6.6955500e+00 -5.1387420e+00 -1.5717509e+00  3.2399468e+00
  3.5511553e+00  4.4844170e+00  7.7359490e+00  4.7542915e+00]",hungry
"[-3.4521561e+02  1.5057127e+02 -8.1748337e+01 -1.4719161e+01
  5.2352982e+00 -4.3335865e+01  4.3503752e+00  7.4617701e+00
 -3.1214020e+01 -7.6247034e+00 -2.3253784e+00 -1.1586547e+01
  1.2491412e+01  1.0856725e+01 -3.4932640e+00 -9.8673862e-01
 -9.9427805e+00 -9.4828176e+00 -5.6681126e-01 -8.5209541e+00
 -5.2065072e+00  2.1595254e+00 -5.8300257e+00 -2.8811767e+00
  1.8905739e+00 -2.3157454e+00  2.1817770e+00 -3.1848282e-01
 -8.5816565e+00 -2.1825750e+00  3.7002081e-01 -2.0289698e+00
  2.5158539e+00 -3.8191849e-01 -2.1558301e+00  4.1959510e+00
  8.3946258e-01 -1.9643601e+00  2.5786757e+00 -2.5717122e-03]",hungry
"[-5.18579224e+02  1.13907478e+02 -6.59521179e+01 -2.69848442e+00
  1.67311859e+01 -2.97238445e+01  6.38423488e-02  3.46589041e+00
 -1.88004303e+01  5.54052830e+00  3.70556140e+00 -1.10806675e+01
  7.25386286e+00  1.99533427e+00 -9.88105869e+00  3.73919797e+00
  8.94773286e-03 -6.98587847e+00  8.31018865e-01 -4.11483383e+00
 -4.92051697e+00  2.82272458e+00 -3.59337187e+00 -4.91881275e+00
  4.05198276e-01 -4.57880449e+00 -4.13186264e+00 -1.15647815e-01
 -3.50677419e+00 -2.69804645e+00 -1.90789771e+00 -4.84620619e+00
 -2.32078409e+00 -1.57713735e+00 -3.35922480e+00 -1.63956308e+00
 -3.31638026e+00 -3.98247147e+00 -2.86613107e-01 -1.72866976e+00]",hungry
"[-300.52502    164.52371    -79.72466    -22.516447    20.687176
  -36.456635   -17.627115     6.2604294  -14.128633    -7.703535
   -4.5354753  -12.13751     -3.1059408   -9.927298   -16.041718
   -1.4931271   -4.7872257   -9.475443     5.6360292    8.06033
    4.069935     7.6548676    1.3046955   -4.9431605   -2.1764693
   -2.862333    -2.5963602   -1.5462444   -5.550152    -5.616435
   -2.393343    -1.4325827   -1.2694546   -4.5332985   -6.100243
   -1.967754    -1.2246586   -1.6234386    1.802497     2.804443 ]",hungry
"[-279.33966     162.70518     -71.67175       7.4951353    22.897104
  -47.67811       2.3256996    20.38574     -27.57351     -11.751099
    0.8526497   -16.969084     -7.454418     -6.6039314   -12.421506
   -1.9973251    -8.65506     -13.321825     -1.021952     -3.7319221
   -5.0132504     4.6242766     2.731396      1.6116264     3.4776165
   -2.7894766    -3.6800084    -1.8787054    -3.9497871    -1.1647849
   -1.1867571    -4.8072357    -2.910475     -3.0271468    -3.6854954
   -0.81942654   -2.4693494    -2.8281927     0.521547     -0.918254  ]",hungry
"[-3.65847137e+02  1.12722374e+02 -4.10994606e+01  1.34505730e+01
  1.27328987e+01 -4.01227570e+01 -1.61885719e+01 -9.65257263e+00
 -1.66474056e+01  1.24377537e+00 -1.45859728e+01 -1.83083267e+01
  4.96658134e+00 -1.04719477e+01 -1.56095104e+01  6.40500021e+00
 -2.19253230e+00 -6.94480324e+00  5.96618032e+00  3.50990951e-01
  2.02615291e-01  5.96726227e+00 -1.10681522e+00  1.86605859e+00
  4.23667431e+00 -4.84447861e+00 -2.09697127e+00  3.59509200e-01
 -3.87707806e+00  4.69554484e-01 -4.35919352e-02 -3.10662436e+00
  2.43731284e+00  7.28290260e-01 -2.30854964e+00  1.81019294e+00
 -8.82489920e-01 -2.55358028e+00  8.31555665e-01 -2.10410142e+00]",hungry
"[-3.66555145e+02  1.54634186e+02 -1.08669601e+02 -7.94687366e+00
  2.90410213e+01 -3.58911819e+01 -2.07936373e-02  1.84830761e+00
 -2.21591625e+01  8.38197327e+00 -5.61867571e+00 -2.45666008e+01
  1.13891697e+00 -7.09410238e+00 -1.41668224e+01  4.18464375e+00
 -2.28114247e+00  1.77790725e+00  1.30973425e+01 -3.45803094e+00
 -4.00700045e+00  3.83465052e+00 -4.94713306e+00  8.91276658e-01
  2.68859053e+00 -8.71200371e+00 -1.37328291e+00  1.66100585e+00
 -6.11831713e+00 -7.34584749e-01  5.28266847e-01  3.63132916e-02
  6.64512968e+00  9.50268447e-01 -1.62640750e+00  5.53652430e+00
  1.72130942e-01 -1.65097487e+00  5.30211544e+00  1.61925745e+00]",hungry
"[-3.8463696e+02  1.2561509e+02 -3.3349751e+01 -1.5883884e+01
 -3.0192916e+00 -2.9135765e+01 -2.2872128e+00  8.0489626e+00
 -1.2682941e+01 -4.1616020e+00 -1.9898647e+00 -1.4161847e+01
 -5.7891178e+00 -1.1993448e+00 -5.5273590e+00  2.5060779e-01
  5.5044055e-01 -4.6330757e+00 -4.0291548e+00 -4.8047171e+00
 -4.3065906e+00 -2.1093631e+00 -4.1590714e+00 -4.5367846e+00
 -4.3762002e+00 -5.3502059e+00 -2.3549306e+00 -2.3766036e+00
 -4.7658858e+00 -1.2647496e+00 -1.1975260e-01 -2.1767612e+00
 -5.5066717e-01 -1.5577986e+00 -3.8236535e+00 -2.3749478e+00
 -2.7251124e+00 -2.1477244e+00  4.2538723e-01 -1.5664493e+00]",hungry
"[-2.3389461e+02  1.5388432e+02 -6.2881531e+01  5.2130208e+00
  2.0203442e+01 -4.4104568e+01 -1.1436122e+01 -1.4797361e+00
 -2.5703461e+01  1.2822376e+00 -7.8908098e-01 -2.1169704e+01
 -4.2314962e-01  9.5789418e-02 -1.2155458e+01  5.3892672e-01
 -3.7545714e-01 -4.8299336e+00  2.3932061e+00 -5.6174579e+00
 -9.7878342e+00 -2.2971542e+00 -5.4760475e+00 -4.9751406e+00
 -3.9380130e-01 -5.0531454e+00 -3.6460695e+00  1.0828092e+00
 -1.4817061e+00 -1.5776401e+00 -1.2875649e-01  1.5736357e+00
  5.2329621e+00  2.6737332e+00  2.9105108e-02  2.1871505e+00
 -1.9802003e-01 -1.9709431e+00 -2.6653871e-01 -2.2178793e+00]",hungry
"[-4.3680911e+02  1.2108157e+02 -2.1192297e+01  2.4513283e+00
  1.0021932e+00 -3.8605003e+01 -1.9020693e+01 -7.4804392e+00
 -1.0295571e+01  3.8587904e+00 -7.2796359e+00 -1.3585551e+01
  5.1369581e+00 -1.4828123e+00 -7.2598424e+00  7.6816278e+00
  2.7799859e+00 -2.5226219e+00  4.8318143e+00 -3.0711222e+00
 -5.9096146e+00  2.5773835e+00 -3.0852962e+00 -7.5230441e+00
 -4.1795073e+00 -6.6645222e+00 -5.2325196e+00 -2.8269138e+00
 -5.5587978e+00 -1.1181188e+00  2.2712026e+00 -2.5257797e+00
 -2.7206604e+00 -9.2081505e-01 -1.4567367e+00 -5.5957091e-01
 -1.6572349e+00 -1.3931406e+00  1.1047644e-01 -4.5233126e+00]",hungry
"[-3.3427591e+02  1.5628162e+02 -4.5883648e+01  7.0277804e-01
  1.3276329e+01 -3.1541918e+01 -4.9652610e+00 -6.7454214e+00
 -2.3944099e+01  9.3182790e-01 -6.4969659e+00 -1.7552086e+01
  2.2784135e+00 -4.1125841e+00 -7.6002665e+00  6.1637182e+00
 -4.9544029e+00 -6.8652735e+00  3.8596358e+00 -5.9126973e+00
 -4.0440912e+00  4.6692367e+00 -5.2846389e+00 -4.7573476e+00
 -4.6310972e-02 -6.3202500e+00 -1.5742065e+00  1.6825099e+00
 -3.7493875e+00  7.6599187e-01  9.2300647e-01 -3.9746797e+00
  9.4576192e-01 -1.2427291e-03 -4.3924689e+00 -4.2845014e-01
 -1.0992961e+00 -2.4426074e+00  1.0489677e+00 -8.5026491e-01]",hungry
"[-255.4095      179.39775     -57.73335      -5.620865     23.478699
  -30.665184    -12.564282     -3.1774414   -15.22615       4.28448
   -3.4921556   -15.028993      0.92124504   -6.4794106   -10.64433
    3.1863468    -4.4027686    -3.8384454     8.147364     -1.0230699
   -2.420837      3.573307     -5.324449     -4.5140176    -0.29080206
   -6.6288958    -3.4720783    -1.6583776    -7.399117     -3.186544
   -2.0848312    -6.070019     -2.0688508    -2.847763     -5.600218
   -1.5724233    -3.1889424    -4.6727233    -1.0872256    -3.3668745 ]",hungry
"[-5.51740234e+02  1.64375549e+02 -9.12316513e+01 -4.83486615e-02
  2.04611759e+01 -3.53476028e+01  1.39386835e+01  4.62216806e+00
 -2.78780403e+01  6.61011124e+00 -8.64662170e+00 -2.51713066e+01
  4.30764341e+00 -1.19861393e+01 -2.25428677e+01  1.66972384e-01
 -1.10596037e+01 -1.40184174e+01 -1.69397366e+00 -1.28747387e+01
 -6.37452507e+00  3.65435839e+00 -9.22423077e+00 -4.12302589e+00
  1.40770471e+00 -6.56126118e+00  1.72170436e+00  2.37339783e+00
 -5.00713921e+00  4.30006123e+00  4.19989443e+00  1.50344729e-01
  7.07867479e+00  1.02770138e+00 -1.90989435e+00  7.06068993e+00
  1.15683818e+00 -2.50926328e+00  3.87673116e+00  2.22623914e-01]",hungry
"[-187.0844      147.05545    -108.545555     26.015741     22.405817
  -55.94466      17.409084      5.66901     -29.531199     16.94001
  -10.775009    -27.70974      14.809884     -8.656344    -19.012222
    6.9594197   -11.128032     -5.7052913    11.070216     -7.9850025
    3.246133     11.186357    -10.511453      0.24794827    3.8674784
  -10.959527      2.0696216     0.54303217  -10.567924      2.0657825
   -2.1733475    -7.4540534     4.1902313    -4.148974     -6.8453445
    4.184166     -3.0819273    -2.6150951     4.6329174    -2.4082582 ]",hungry
"[-3.9014758e+02  6.4440292e+01 -3.2991787e+01  3.0254564e+00
  2.9642119e+00 -2.6402027e+01 -1.8543960e+00  3.0803561e+00
 -1.0989846e+01 -4.0432698e-01 -3.7224436e+00 -1.0286728e+01
 -2.7567175e-01 -1.7735157e+00 -5.0917470e-01  7.3984199e+00
 -1.8761103e+00 -7.0175328e+00 -1.6311641e+00 -3.3451903e+00
 -6.1335170e-01  2.3654313e+00 -4.6263022e+00 -5.0626979e+00
 -6.0294068e-01 -3.2163629e-01  9.6040559e-01  5.6765205e-01
  2.8330417e+00  9.4064894e+00  4.5103140e+00 -3.7358816e+00
  5.5443990e-01  3.7502837e+00 -8.0186658e-02  2.4000625e-01
  2.0512235e+00 -1.6391777e+00 -4.8882804e+00 -3.5635847e-01]",hungry
"[-3.2118253e+02  1.3656599e+02 -8.4150116e+01 -8.7789450e+00
  2.9829116e+00 -6.1860886e+01 -6.8983679e+00  1.1667232e+01
 -3.2747791e+01 -6.7923374e+00  1.3596003e+01 -3.2223725e+00
  7.2071481e+00  4.5243206e+00 -1.3532322e+01 -7.9928827e+00
 -7.7290478e+00 -1.0437401e+01 -2.4031847e+00 -4.3644714e+00
 -1.4521016e+00  8.8750544e+00  3.8648608e+00  1.6713454e-01
  2.6722028e+00 -2.0724423e+00 -2.3218544e+00 -2.3816994e-01
 -2.1760747e+00  1.5897601e+00  1.6825643e+00 -3.8654644e+00
 -1.1309433e+00  1.0830332e+00 -8.5014057e-01  1.7235658e+00
  6.7272907e-01 -4.3412638e+00 -3.7797256e+00 -1.4633560e+00]",hungry
"[-3.09363403e+02  1.18156364e+02 -3.78274384e+01 -1.00728536e+00
  6.86856985e-01 -3.97256889e+01 -1.78742428e+01 -1.62150440e+01
 -2.14028378e+01 -2.65380651e-01 -1.60960331e+01 -2.12197075e+01
  7.56046057e+00 -3.06875658e+00 -1.41890621e+01  6.19795704e+00
  4.02867985e+00 -1.50665724e+00  7.66203928e+00  2.10886335e+00
  1.12393208e-01  4.81880808e+00  1.21310484e+00  9.54655647e+00
  1.56016788e+01  2.66256928e+00 -2.46492529e+00 -3.43715692e+00
 -9.04448605e+00 -4.08137703e+00 -7.76349306e-01 -4.18287802e+00
 -1.72954762e+00 -2.87280822e+00 -4.37219000e+00  1.40441728e+00
  3.32249314e-01 -1.58443379e+00  2.93156648e+00  4.90134746e-01]",hungry
"[-4.7599316e+02  8.1316628e+01 -8.8057613e+00 -1.1011598e+01
  1.6239797e+00 -7.7927713e+00 -7.0370207e+00 -8.3465071e+00
 -1.5172700e+01 -1.2378013e+01 -1.2082644e+01 -1.4400170e+01
 -1.1022448e+01 -9.3266802e+00 -4.9409480e+00  2.4612913e+00
  3.8522249e-01 -3.8268170e+00 -2.6039546e+00 -2.7999516e+00
 -1.8340648e+00  1.1913265e+00  1.1887457e+00  2.3488975e+00
  3.9051979e+00  1.1796950e+00 -7.2510713e-01 -4.5328870e-01
  1.1934970e-01  2.8848200e+00  3.4083571e+00  1.8176933e-01
  2.7590859e-01  2.6097798e+00  2.8580492e+00  2.9467916e+00
  2.4725723e+00  1.0867882e+00  1.3624461e+00  1.8268105e+00]",hungry
"[-2.6427136e+02  7.2466934e+01 -3.3250546e+01  3.2917466e+00
 -1.9135113e+01 -2.5487103e+00 -5.7815409e+00  2.3935199e+00
 -3.0806345e+01 -5.4906206e+00 -9.2114878e+00 -7.8303170e+00
 -5.4585695e+00  5.5735463e-01  1.0873538e-01 -6.3285732e+00
 -3.5975058e+00 -7.8250332e+00 -3.6781371e+00 -2.6234419e+00
 -9.7620306e+00 -3.5079184e+00 -7.2128439e+00  1.5301936e+00
 -9.5998979e-01 -2.1816645e-02 -7.1681744e-01  7.1012342e-01
 -4.7610331e+00 -6.4111072e-01 -2.1845021e+00  4.8318738e-01
 -4.9552798e+00  1.6704658e-01 -7.1148300e-01  1.2037789e+00
  1.2454530e+00  3.2680197e+00 -4.5983079e-01  2.1115167e+00]",hungry
"[-3.3405774e+02  8.7131584e+01 -8.0180756e+01 -1.1225287e+01
  1.0375335e+01 -2.4796000e+01  3.2742026e+00 -5.4499660e+00
 -1.8379278e+01  1.2124112e+01 -2.7665167e+00 -1.4587593e+01
  1.1806399e+01 -1.9762682e+00 -1.3530248e+01  6.3366241e+00
 -1.9562470e+00 -7.6775684e+00  5.2640734e+00 -2.7787809e+00
 -4.6628222e+00  4.4552498e+00 -2.0212154e+00 -1.4618037e+00
  3.1201088e+00 -3.2683737e+00 -1.3561966e+00  5.5453962e-01
 -4.1569219e+00 -2.2560549e-01  3.7296641e-01 -3.7137985e+00
 -7.1966738e-01 -1.8208600e+00 -3.4654605e+00  7.8722095e-01
 -1.1328905e+00 -2.8538396e+00 -2.2045246e-01 -2.6568489e+00]",hungry
"[-6.9318872e+02  1.0266334e+02 -3.4440193e+01  2.7252741e+00
  1.0215502e+01 -2.9155075e+01 -5.8347673e+00  4.5924621e+00
 -1.4458976e+01 -4.9118371e+00 -1.9869339e+00 -8.7940845e+00
 -8.9087307e-01 -3.0191979e+00 -5.4811425e+00  2.7053640e+00
  1.1920025e+00  1.9139683e+00  4.5906925e+00 -4.5555406e+00
 -5.1140656e+00 -1.1704066e+00 -7.0134807e+00 -4.4594398e+00
 -5.8866048e-01 -6.3529358e+00 -3.6631944e+00  1.2341870e-01
 -4.3735781e+00 -3.0352201e+00 -1.3763704e+00 -3.1325426e+00
  3.9003047e-01  4.7972107e-01 -2.1109071e+00  5.9159821e-01
 -6.1191934e-01 -2.8983846e+00  3.0302987e-01 -4.0249579e-02]",hungry
"[-287.57104     154.08292     -70.78904       8.8066845    26.050308
  -37.19531      -4.2372828     2.4357555   -14.992278      7.4420967
   -7.5626373   -18.713331      3.6535296    -7.512857     -9.236475
    7.731216     -7.3010545    -9.916397     -0.96299815  -13.564295
   -7.3948207     1.8854353   -10.460789     -6.1922655    -0.97450674
   -9.224042     -3.4541638    -1.8624158    -6.501275      2.289993
    1.8385445    -3.67789       1.6018881    -0.9829321    -3.306882
    1.4030247    -2.3547356    -1.3637285     3.997762     -1.0666496 ]",hungry
"[-3.6579532e+02  1.2948285e+02 -7.3050209e+01 -7.4292040e+00
  1.1305673e+01 -3.7579723e+01  2.3700063e+00  7.9215016e+00
 -2.7972754e+01 -9.4108582e+00 -1.2524050e+00 -1.1360858e+01
  1.9990484e+00  3.2650962e+00 -1.6851580e+00 -9.3700939e-01
 -8.2484245e+00 -1.4316531e+00  3.4223108e+00 -1.0072191e+01
 -4.9957395e+00  1.9395961e+00 -9.1057463e+00 -5.3337450e+00
  2.9058796e-01 -5.9104481e+00 -1.9964327e-01  2.4773028e+00
 -4.8964744e+00 -2.6290259e+00 -1.0234474e+00 -5.2133459e-01
  5.5827546e+00  2.5216830e+00 -3.0492043e-01  4.7541804e+00
  1.4426571e+00 -1.8332639e+00  1.1690682e+00 -7.8072202e-01]",hungry
"[-315.92422     153.82321     -61.114693    -45.29865     -17.382036
  -42.77405      -6.6765027    15.053311    -13.012062    -12.52781
   -4.5912046    -7.5146394     8.389362     14.417167      1.8514289
   -2.1305027    -7.9757524   -12.717358     -3.0023756    -0.50943536
   -8.943241     -9.766791     -4.011002      2.3666084     5.8096833
    5.297515      6.2033057     4.1118827    -2.7826953    -3.6966457
   -0.9575948    -2.2403028    -3.8553061    -4.4709244    -4.09492
   -1.1468226     1.1231027     1.6346623     0.6150969    -2.0365233 ]",hungry
"[-3.10661285e+02  1.12658455e+02 -1.05904396e+02 -6.18566513e+00
  2.60434093e+01 -3.17269287e+01  4.89091730e+00  5.90300179e+00
 -2.13434048e+01  5.50876284e+00 -1.86786032e+00 -1.43047819e+01
  1.04313745e+01 -6.12517416e-01 -1.20207281e+01  4.81604528e+00
 -2.67146683e+00 -5.95683336e+00  3.88776231e+00 -5.68779469e+00
 -4.29971266e+00  2.96418023e+00 -6.72574043e+00 -3.89301419e+00
  1.73509371e+00 -5.32502937e+00 -2.72823262e+00 -2.03378275e-01
 -2.96893883e+00  1.31785825e-01 -3.63166857e+00 -5.51196718e+00
  2.18426085e+00 -7.65154004e-01 -4.45706129e+00  5.88241108e-02
 -1.67535424e+00 -2.16425776e+00 -7.18938649e-01 -4.00780916e+00]",hungry
"[-2.3801559e+02  1.5185747e+02 -1.1770179e+02  1.2214607e+01
  3.0326262e+01 -7.0502769e+01 -1.2840793e+01  9.5449171e+00
 -3.0608650e+01  6.5913920e+00  9.9691963e+00 -2.1498692e+01
 -2.0017426e+00  2.0915606e+00 -5.1222568e+00  7.1664176e+00
 -1.5448021e+00 -2.1452227e+00  9.4992828e+00 -4.9011621e+00
 -8.3018579e+00 -3.7792751e-01 -9.7164097e+00 -5.7304311e+00
  2.2819560e+00 -5.7073135e+00 -2.1504927e+00  3.0791600e+00
 -2.5841999e+00 -5.0068295e-01  1.1241939e+00 -2.0088826e-01
  2.7540500e+00 -3.9757761e-01 -1.2382114e+00  2.4413886e+00
 -2.1022792e+00 -1.5648518e+00  2.6702881e+00 -2.7925725e+00]",hungry
"[-3.2159116e+02  1.3676212e+02 -7.9622467e+01 -1.5443075e+01
  1.4593581e+01 -3.8664150e+01 -7.5985193e+00  8.8332520e+00
 -2.0386965e+01 -9.9712706e+00 -3.5376863e+00 -1.2385615e+01
 -5.1583409e+00 -8.2460489e+00 -6.0675693e+00  9.4535637e+00
  5.7004595e+00  3.4054759e+00  8.2930307e+00 -2.7899430e+00
 -6.9018912e+00 -7.5527257e-01 -2.2760925e+00  7.6724821e-01
  1.5760318e+00 -6.6741419e+00 -5.6338687e+00 -2.1433945e+00
 -3.4058290e+00 -1.8149062e+00 -4.4337811e+00 -4.4821954e+00
  4.6875730e+00  4.9009991e+00  2.5453718e-02  2.4402680e+00
  1.2265534e+00 -3.6933293e+00 -4.2372274e+00 -1.9142520e+00]",hungry
"[-4.11940491e+02  8.48866577e+01 -4.86200638e+01  1.16689217e+00
  5.29476738e+00 -2.95843086e+01  4.35588932e+00  5.31394053e+00
 -1.69219475e+01  2.79284263e+00  9.72451210e-01 -1.11409206e+01
  3.36007690e+00  9.35772419e-01 -5.15289307e+00  4.05749655e+00
 -4.16450948e-01 -4.03353548e+00 -1.17923662e-01 -4.54211855e+00
 -1.58145273e+00  1.90220571e+00 -5.64058256e+00 -4.69164038e+00
 -1.98876834e+00 -4.97443676e+00 -1.02730644e+00 -3.07517081e-01
 -2.86941791e+00  1.70084774e+00  3.26222509e-01 -3.50530577e+00
  1.08781524e-01 -7.54019022e-01 -2.59106374e+00 -1.48631737e-01
 -2.48897552e+00 -3.17179751e+00 -2.93385476e-01 -1.83353674e+00]",hungry
"[-3.4170410e+02  1.4573608e+02 -5.0297310e+01 -3.3844931e+00
  1.1293204e+01 -4.1279308e+01 -1.9377663e+01 -9.0089025e+00
 -2.4550488e+01 -8.6522264e+00 -1.2027373e+01 -1.8747427e+01
 -1.6496524e+00 -6.1281276e+00 -8.1587381e+00  7.0843415e+00
  2.5444012e+00  2.3213844e+00  1.0172198e+01 -1.5750352e+00
 -5.3533478e+00 -1.1000171e+00 -9.7214727e+00 -9.3192968e+00
 -6.5016508e+00 -1.2752574e+01 -7.0324578e+00 -1.7746553e+00
 -4.9472771e+00  2.2686553e+00  6.4518876e+00  2.9377222e+00
  6.1578617e+00  4.5911055e+00 -1.1683685e-02  2.2410226e+00
 -1.1392831e+00 -5.1140776e+00 -3.3714545e+00 -6.9402552e+00]",hungry
"[-460.43713    234.43005   -102.90455      5.2968326   29.658905
  -46.59282     11.378069     3.3554902  -35.206707     9.370663
   -3.0566447  -21.82308     11.078525    -5.690897   -15.028724
    8.837374    -5.551678    -7.1531916    3.5026891  -13.400871
   -5.8594546    3.9831855   -9.438283     0.6263249    4.5225425
   -8.055616     1.6590796    1.6094918   -7.3525887    1.5259901
   -2.3853664   -6.980556     3.002097    -2.5438786   -5.6909466
    1.7594128   -3.238163    -2.1206002    2.2598026   -3.9992433]",hungry
"[-289.11856     137.40912     -43.009552      3.9447138     8.596552
  -36.39338      -2.0318465     2.1949332   -22.500658     -7.4943004
  -10.662279    -15.955258     -0.30199772   -9.844225    -10.250798
    8.606625      2.2461135     1.6713253    10.159613     -4.337335
   -8.770494     -0.37022135   -3.7072396    -0.7330125     0.5595423
   -7.843926     -2.3476515     2.4953196    -4.4543333    -3.6556487
   -0.7192444     1.0477238     5.522888      0.70668346   -3.396553
    0.8211026    -2.970288     -6.5577025    -1.351417     -1.2367953 ]",hungry
"[-434.37866     135.1686      -70.014656     -7.9104595     9.530551
  -24.238026     18.707079      5.5529394   -26.797688      1.6354467
   -7.3835564   -20.93781       4.9192834    -5.262288    -14.52343
    4.6096296    -5.5074544   -11.060946      2.84212      -3.562821
   -1.6163481     8.175634     -1.2466235    -1.2808397     2.4321184
   -5.5394063    -1.3156581     1.630177     -5.6358805    -1.9902208
   -0.72121054   -4.390876      0.69723535   -0.9055218    -5.1943874
   -0.4848361    -1.5074048    -3.386053      0.57107806   -0.70049256]",hungry
"[-4.7279483e+02  7.8422630e+01 -4.4614644e+00  5.1906815e+00
  6.7403755e+00 -1.6199934e+01 -3.0107136e+00  7.1711540e+00
 -8.6863966e+00 -1.1604385e+01 -4.9353151e+00 -4.0007925e+00
 -2.4063051e+00 -2.6024220e+00 -2.7883670e+00 -1.3591825e+00
 -4.2578068e+00 -4.1353531e+00  1.9610112e-03 -1.6051044e+00
 -2.9770575e+00 -1.1260736e+00 -3.0627601e+00 -4.4826388e+00
 -3.0129871e+00 -3.1868620e+00 -3.0692980e+00 -2.7593756e+00
 -3.8744168e+00 -3.4972560e+00 -2.7044389e+00 -2.6325810e+00
 -1.7179387e+00 -2.0516589e+00 -3.0142782e+00 -2.2334409e+00
 -1.9462467e+00 -1.8400902e+00 -7.4173516e-01 -8.7739992e-01]",hungry
"[-4.5849142e+02  1.5972552e+02 -6.7371002e+01  1.1343815e+01
  2.2456547e+01 -4.4929298e+01  9.8706478e-01  1.3660216e+01
 -2.3482677e+01 -8.1160221e+00 -8.0582829e+00 -1.9788197e+01
 -7.1542792e+00 -1.4786963e+01 -1.3472987e+01  2.3226047e+00
 -9.8515034e+00 -9.7968702e+00  2.3126371e+00 -8.4408302e+00
 -6.4255462e+00  1.5998120e+00 -7.2591109e+00 -2.2391684e+00
  3.0596771e+00 -4.8390594e+00 -1.4963204e-01  4.5944279e-01
 -7.3765821e+00 -2.7851744e+00 -3.4909668e+00 -7.1918445e+00
 -1.8639036e-01 -1.7561500e+00 -4.0870657e+00  2.4607439e+00
 -5.7861841e-01 -3.2477767e+00  7.5397837e-01 -2.1303380e+00]",hungry
"[-340.79153     157.63478     -71.31065       5.6169524    20.27482
  -32.18867      11.689013      3.7955196   -28.607862      2.4441214
   -5.7391024   -20.682718      3.1193488    -8.389002    -14.830627
    5.317047     -4.955285     -7.422378      3.4498105    -9.4974165
   -7.8946486     1.2148223    -7.511169     -1.3779887     2.789856
   -8.691183     -3.9032795    -0.7460126    -6.516505     -0.39763373
   -2.4178526    -8.661924     -1.7126433    -2.2918236    -4.4105725
    1.8847042    -0.7284838    -2.0984054     1.4908868    -3.186883  ]",hungry
"[-2.2304802e+02  1.5584187e+02 -8.0284180e+01  2.2316256e+00
  2.2079908e+01 -5.4286316e+01 -2.2740133e+01 -5.9813151e+00
 -2.6292284e+01  1.9888868e+00  3.1134381e+00 -1.0730263e+01
  7.0821214e+00 -2.2038720e+00 -1.1056368e+01  7.0112071e+00
 -1.1812385e+00 -7.7203522e+00  5.0617051e+00 -2.8072293e+00
 -4.8417020e+00  7.1356421e+00  8.7687865e-02 -5.2114630e+00
 -1.4672408e+00 -4.9289870e+00 -2.1439669e+00  4.6474731e-01
 -5.3455572e+00 -2.6891248e+00  8.6073709e-01 -2.5752780e+00
 -2.7235081e+00 -2.8997149e+00 -2.9383392e+00 -6.9283962e-01
 -1.0926144e+00  2.1307249e+00  5.1177850e+00  4.6793136e-01]",hungry
"[-248.57622     163.51822     -98.04968      17.924028     40.647854
  -32.689346     17.45968      12.567471    -25.556942     11.3682995
    1.8803424   -21.647865      1.1609188    -7.8046236   -11.404932
    7.003177     -7.050886     -6.494984      4.625617    -11.864239
   -7.483376      2.6397462    -8.399374     -2.4025047    -1.215175
  -11.632271      0.27068532    1.8509964    -9.217501     -1.6376317
   -0.40066448   -2.8070762     4.650136     -1.5087731    -4.8000607
    2.8285406    -3.4490643    -5.0161757     2.7444615    -1.6673156 ]",hungry
"[-3.4869724e+02  1.7562643e+02 -5.9883549e+01 -1.0467998e+01
  5.1539822e+00 -4.3598682e+01 -1.5418389e+01 -1.2412685e+01
 -2.0263346e+01  4.5598807e+00 -1.2508721e+01 -1.9012060e+01
  4.4361539e+00 -1.3989106e+01 -1.8780138e+01  5.4402261e+00
 -8.8038999e-01  3.2013759e-01  1.1403409e+01 -2.3314424e+00
 -4.7370138e+00 -2.6087410e+00 -1.1000571e+01 -1.5676804e-01
  2.3502660e+00 -1.2374808e+01 -6.0539665e+00 -1.3881534e-01
 -4.7429771e+00  1.0245383e-01 -3.9277658e+00 -7.7873454e+00
  4.2873020e+00  5.0449982e+00  1.2232835e+00  6.4627175e+00
  2.5587244e+00 -8.8350672e-01  1.8864610e+00 -1.7710981e+00]",hungry
